environment,mode,seed,step,rotation,cos_fg,d,beta,gamma,gamma_active,g_contribution,predicted_decrease,realized_decrease,inflation,backtracks,max_soft_residual
CyclicControl,neural,40,17,18.05134793757855,0.05103730892837135,0.08061017059777902,0.004568155004111185,0.03,1.0,0.9310598103582534,0.0022570509675004977,0.002256089691651128,0.0,0,8.917010185793828e-11
CyclicControl,neural,40,18,18.303189215325787,0.049060489002051316,0.05941736824270627,0.0,0.03,1.0,1.0,0.001662969196208744,0.00166237203625922,0.0,0,8.903381330804816e-11
CyclicControl,neural,40,19,18.499230141701617,0.046949438103383936,0.04387340436239756,0.0,0.03,1.0,1.0,0.0012281613772239935,0.0012277990223345525,0.0,0,8.965702139041021e-11
CyclicControl,neural,40,20,18.637238649677734,0.04466729247895393,0.032429471219773756,0.0,0.03,1.0,1.0,0.0009082516806083532,0.0009080321183273198,0.0,0,8.976657091264162e-11
CyclicControl,neural,40,21,18.713910021391815,0.04221404987643745,0.024014981062860964,0.0,0.03,1.0,1.0,0.0006731233224480763,0.0006729904003172915,0.0,0,8.71314929928868e-11
CyclicControl,neural,40,22,18.723594950066236,0.03962488154727014,0.017832748437196337,0.0,0.03,1.0,1.0,0.0005004017383923309,0.0005003213096725738,0.0,0,8.420591307567449e-11
CyclicControl,neural,40,23,18.65793936274902,0.03697017696363726,0.01329192862324774,0.0,0.03,1.0,1.0,0.0003735338715687049,0.000373485219588951,0.0,0,8.997915086628172e-11
CyclicControl,neural,40,24,18.505760126659514,0.03434740308948023,0.009956231453255894,0.0,0.03,1.0,1.0,0.00028031419266683413,0.00028028476704170316,0.0,0,8.934895184831149e-11
CyclicControl,neural,40,25,18.25337405283309,0.031866734176224355,0.007504432747940451,0.0,0.03,1.0,1.0,0.00021176624402146835,0.00021174844814790192,0.0,0,8.800280469623001e-11
CyclicControl,neural,40,26,17.885671205035,0.02963536288190538,0.005700561131253071,0.0,0.03,1.0,1.0,0.00016130148638357836,0.00016129072430189073,0.0,0,8.698995863920533e-11
CyclicControl,neural,40,27,17.38821751452336,0.027745544268391317,0.004371566131901143,0.0,0.03,1.0,1.0,0.00012409115208249916,0.00012408464386076332,0.0,0,8.622277544723111e-11
CyclicControl,neural,40,28,16.75047940287337,0.026268946547729318,0.003390694530776457,0.0,0.03,1.0,1.0,9.659979526212628e-05,9.65958595773933e-05,0.0,0,8.563697320718155e-11
CyclicControl,neural,40,29,15.969800051608125,0.02525684290723826,0.00266517733305445,0.0,0.03,1.0,1.0,7.624046375528937e-05,7.623808375877006e-05,0.0,0,8.518539172663875e-11
CyclicControl,neural,40,30,15.055100741663132,0.024743867308896834,0.002127145679518133,0.0,0.03,1.0,1.0,6.112068872812793e-05,6.111924945208236e-05,0.0,0,8.48334492931091e-11
CyclicControl,neural,40,31,14.028797816002035,0.024752804033301188,0.0017269500247779276,0.0,0.03,1.0,1.0,4.985590195063713e-05,4.9855031489496465e-05,0.0,0,8.455573047294607e-11
CyclicControl,neural,40,32,12.92564613468354,0.025298514854784,0.0014282589880941846,0.0,0.03,1.0,1.0,4.1432686549137954e-05,4.143215999704089e-05,0.0,0,8.433353841652558e-11
CyclicControl,neural,40,33,11.788344471053508,0.026389887711102133,0.0012044707750994213,0.0,0.03,1.0,1.0,3.510872414709196e-05,3.510840551980074e-05,0.0,0,8.415308033749014e-11
CyclicControl,neural,40,34,10.661208282729541,0.028029261317510042,0.0010360895558883185,0.0,0.03,1.0,1.0,3.0339686370135094e-05,3.0339493448792998e-05,0.0,0,8.400417514375924e-11
CyclicControl,neural,40,35,9.584026282392772,0.030209149535520466,0.0009088094309370187,0.0,0.03,1.0,1.0,2.672586461995377e-05,2.672574770335584e-05,0.0,0,8.38792542368072e-11
CyclicControl,neural,40,36,8.587845105893471,0.032906458051689874,0.0008121162131342896,0.0,0.03,1.0,1.0,2.397323327889278e-05,2.3973162330267334e-05,0.0,0,8.377269884729532e-11
CyclicControl,neural,40,37,7.693292293786765,0.036074999505315244,0.0007382675531117378,0.0,0.03,1.0,1.0,2.1865052388627543e-05,2.1865009248316775e-05,0.0,0,8.368028492355961e-11
CyclicControl,neural,40,38,6.9109987743245345,0.03963811295527394,0.0006815491694180456,0.0,0.03,1.0,1.0,2.0241158265228015e-05,2.024113196311128e-05,0.0,0,8.359886394249116e-11
CyclicControl,neural,40,39,6.2432236275003055,0.04348439433641647,0.0006377323953815281,0.0,0.03,1.0,1.0,1.8982857925200353e-05,1.8982841828857344e-05,0.0,0,8.35260229037349e-11
CyclicControl,neural,40,40,5.685872690452408,0.04747020831995657,0.0006036784240662924,0.0,0.03,1.0,1.0,1.8001906072453305e-05,1.8001896174089926e-05,0.0,0,8.345995596015232e-11
CyclicControl,neural,40,41,5.230431336838177,0.051431618076140675,0.0005770494135692861,0.0,0.03,1.0,1.0,1.723245576706542e-05,1.723244963720144e-05,0.0,0,8.339925451628094e-11
CyclicControl,neural,40,42,4.86563480206449,0.05520497461072916,0.0005560974249526479,0.0,0.03,1.0,1.0,1.662517494863125e-05,1.6625171119860616e-05,0.0,0,8.334285518662998e-11
CyclicControl,neural,40,43,4.57886204294961,0.05865082565608186,0.000539510055909409,0.0,0.03,1.0,1.0,1.6142940873261485e-05,1.614293845655576e-05,0.0,0,8.328991316086665e-11
CyclicControl,neural,40,44,4.357272470992748,0.061673098133679244,0.0005262973865608617,0.0,0.03,1.0,1.0,1.5757684515622927e-05,1.57576829694743e-05,0.0,0,8.323977097879354e-11
CyclicControl,neural,40,45,4.188680799689526,0.06422718611801301,0.0005157090445137916,0.0,0.03,1.0,1.0,1.54480736386034e-05,1.544807263140907e-05,0.0,0,8.319191689698524e-11
CyclicControl,neural,40,46,4.0621515461157705,0.0663157861938344,0.00050717324537701,0.0,0.03,1.0,1.0,1.5197808014504044e-05,1.519780734761042e-05,0.0,0,8.314593805125448e-11
CyclicControl,neural,40,47,3.9683153782143075,0.06797637820031494,0.0005002518826941957,0.0,0.03,1.0,1.0,1.4994361994587896e-05,1.4994361544503482e-05,0.0,0,8.310150657886428e-11
CyclicControl,neural,40,48,3.8994472720663396,0.06926616350619104,0.0004946073542863236,0.0,0.03,1.0,1.0,1.4828054373392657e-05,1.482805406196469e-05,0.0,0,8.305834839350545e-11
CyclicControl,neural,40,49,3.8493741260811207,0.07024901805917388,0.0004899779837251247,0.0,0.03,1.0,1.0,1.4691358162656487e-05,1.4691357942263339e-05,0.0,0,8.301626573670173e-11
CyclicControl,neural,40,50,3.8132846823126765,0.07098650772307914,0.00048615974767522024,0.0,0.03,1.0,1.0,1.4578386543232652e-05,1.4578386386361608e-05,0.0,0,8.297507125831771e-11
CyclicControl,neural,40,51,3.787501843388915,0.0715329662490053,0.0004829926397822634,0.0,0.03,1.0,1.0,1.4484508497822346e-05,1.448450838281018e-05,0.0,0,8.29346123026875e-11
CyclicControl,neural,40,52,3.7692576287768746,0.07193363797627349,0.00048035045133974774,0.0,0.03,1.0,1.0,1.440606010516543e-05,1.4406060017742306e-05,0.0,0,8.28947882558495e-11
CyclicControl,neural,40,53,3.756492586647056,0.07222471758684049,0.0004781330776386025,0.0,0.03,1.0,1.0,1.4340126672503922e-05,1.434012660871467e-05,0.0,0,8.285548809550125e-11
CyclicControl,neural,40,54,3.7476881493575904,0.07243435108534652,0.0004762606966697558,0.0,0.03,1.0,1.0,1.4284377489348632e-05,1.4284377440561269e-05,0.0,0,8.281663722853327e-11
CyclicControl,neural,40,55,3.7417323983158064,0.07258398523167514,0.0004746693410152131,0.0,0.03,1.0,1.0,1.4236939739651483e-05,1.4236939702746976e-05,0.0,0,8.277816453128306e-11
CyclicControl,neural,40,56,3.73781570719529,0.07268972300446737,0.00047330751072275495,0.0,0.03,1.0,1.0,1.4196301806424644e-05,1.4196301779453163e-05,0.0,0,8.274002143149328e-11
CyclicControl,neural,40,57,3.735351279852081,0.07276352513343146,0.00047213356694237457,0.0,0.03,1.0,1.0,1.4161238633569884e-05,1.416123861458507e-05,0.0,0,8.27021454791188e-11
CyclicControl,neural,40,58,3.733915532625972,0.07281420450186012,0.0004711137144314259,0.0,0.03,1.0,1.0,1.4130753768229476e-05,1.4130753752887582e-05,0.0,0,8.266451065330749e-11
CyclicControl,neural,40,59,3.7332038393829583,0.07284821507599515,0.0004702204302223234,0.0,0.03,1.0,1.0,1.410403406646582e-05,1.4104034057525056e-05,0.0,0,8.262707185124896e-11
CyclicControl,neural,40,60,3.732997934738226,0.07287026075951931,0.00046943123221676597,0.0,0.03,1.0,1.0,1.4080414119915091e-05,1.408041411577951e-05,0.0,0,8.258981172570845e-11
CyclicControl,neural,41,1,9.98940776672118,0.027590686665573922,11.943100807194059,0.03,0.03,1.0,0.7023808932705738,0.3543361960719108,0.3525293856288957,0.0,0,8.749029278831699e-11
CyclicControl,neural,41,2,11.170901690762795,0.028968524821635384,8.776361219890873,0.03,0.03,1.0,0.7019502244414841,0.25647389649361385,0.25557329190723344,0.0,0,8.641187765334735e-11
CyclicControl,neural,41,3,12.47312780427619,0.030688496603428626,6.412953171946209,0.02909121993126157,0.03,1.0,0.7077175893280929,0.18464172121836214,0.18417149175703695,0.0,0,8.957379282747979e-11
CyclicControl,neural,41,4,13.86577120477455,0.03275984366262333,4.667541683956782,0.022511744346105193,0.03,1.0,0.7571303956802612,0.1328360335732333,0.13253164936837064,0.0,0,8.9676099879199e-11
CyclicControl,neural,41,5,15.302083402459967,0.0351838899688456,3.3798471059853266,0.01880386948055793,0.03,1.0,0.7879501683657609,0.09537173713997343,0.09517876917792512,0.0,0,8.9676099879199e-11
CyclicControl,neural,41,6,16.607384493165206,0.03761996183025386,2.430285933019674,0.016458769070288103,0.03,1.0,0.8086599142222204,0.06814103943798244,0.06803191419092397,0.0,0,8.982997679041205e-11
CyclicControl,neural,41,7,17.670383994779467,0.03988395524723458,1.7366724138333276,0.014675137529715476,0.03,1.0,0.8251199894536119,0.04846777341572295,0.04841212236857073,0.0,0,8.838506315722583e-11
CyclicControl,neural,41,8,18.4466711735164,0.04188687912287124,1.2356200958978925,0.01299374106389342,0.03,1.0,0.8413363918430515,0.034372518472398216,0.03434668110453987,0.0,0,8.872601264808821e-11
CyclicControl,neural,41,9,18.95052578662614,0.04358859670235468,0.877042007748183,0.011133666065533234,0.03,1.0,0.8602247740387657,0.024344887506169303,0.02433406608242976,0.0,0,8.998365941259578e-11
CyclicControl,neural,41,10,19.23175363031219,0.04497206203205008,0.622125674763311,0.008905894673486785,0.03,1.0,0.88430187704627,0.017245886156985916,0.01724199497099864,0.0,0,8.97410964983969e-11
CyclicControl,neural,41,11,19.3506057004404,0.046029285939996244,0.441634110447297,0.00616599130482319,0.03,1.0,0.9163112392494834,0.012234342806088865,0.012233348804726402,0.0,0,8.892200864529798e-11
CyclicControl,neural,41,12,19.3610595064028,0.04675323219674289,0.31407893542283355,0.0027725939349063375,0.03,1.0,0.9601492590985308,0.008700424361990462,0.008700482371073764,0.0,0,8.977996124315268e-11
CyclicControl,neural,41,13,19.303983555995444,0.04713294033203399,0.22395428991945723,0.0,0.03,1.0,1.0,0.006207917557391938,0.006208258014078795,0.0,0,8.995471381667564e-11
CyclicControl,neural,41,14,19.20631965128519,0.04714983274298556,0.1601714813559262,0.0,0.03,1.0,1.0,0.004444325489010164,0.004444670704437145,0.0,0,8.978828097694347e-11
CyclicControl,neural,41,15,19.082793029639777,0.046776078009491864,0.114882614433243,0.0,0.03,1.0,1.0,0.003191497624220385,0.00319177334903694,0.0,0,8.978828097694347e-11
CyclicControl,neural,41,16,18.94040474020456,0.04598288766586753,0.08266470012595235,0.0,0.03,1.0,1.0,0.0022996290690948384,0.002299826386058773,0.0,0,8.909446791438569e-11
CyclicControl,neural,41,17,18.77963028495508,0.04474830565275365,0.05969575635317685,0.0,0.03,1.0,1.0,0.001663243902169327,0.0016633768290265916,0.0,0,8.667102799342352e-11
CyclicControl,neural,41,18,18.59565549266097,0.04307039851987769,0.04328219718114923,0.0,0.03,1.0,1.0,0.0012080320671257333,0.0012081182764975829,0.0,0,8.44230917812494e-11
CyclicControl,neural,41,19,18.379079383684974,0.040981015819594055,0.03152395322954596,0.0,0.03,1.0,1.0,0.0008815701429005299,0.0008816246193868241,0.0,0,8.433347076231001e-11
CyclicControl,neural,41,20,18.116322161178267,0.0385548637589957,0.02307873418156206,0.0,0.03,1.0,1.0,0.0006468100915955066,0.0006468438730440756,0.0,0,8.425841274695145e-11
CyclicControl,neural,41,21,17.79006968263109,0.03590850229926218,0.016996576854074255,0.0,0.03,1.0,1.0,0.00047751757477206003,0.00047753822555590686,0.0,0,8.419634781042795e-11
CyclicControl,neural,41,22,17.38018439890334,0.03318749980287676,0.012603832765788192,0.0,0.03,1.0,1.0,0.0003550761758241011,0.00035508865835982145,0.0,0,8.414536949163942e-11
CyclicControl,neural,41,23,16.86557731709665,0.030545790392866253,0.00942179310159108,0.0,0.03,1.0,1.0,0.00026624638042887366,0.00026625385674473173,0.0,0,8.410350540999367e-11
CyclicControl,neural,41,24,16.227440116941903,0.0281250713057984,0.007109543296621168,0.0,0.03,1.0,1.0,0.00020159163295293409,0.00020159607652945472,0.0,0,8.406888379886013e-11
CyclicControl,neural,41,25,15.45380260517066,0.02604106092212397,0.005423767144887431,0.0,0.03,1.0,1.0,0.000154370817348308,0.00015437344092703031,0.0,0,8.403982891536099e-11
CyclicControl,neural,41,26,14.544538823654985,0.024379020095593514,0.004190419544354909,0.0,0.03,1.0,1.0,0.0001197573435122376,0.00011975888340839264,0.0,0,8.401488879594687e-11
CyclicControl,neural,41,27,13.515011207680711,0.023196730209026163,0.003284723174232576,0.0,0.03,1.0,1.0,9.42873619490317e-05,9.428826090893128e-05,0.0,0,8.399285607307849e-11
CyclicControl,neural,41,28,12.396295671985794,0.022531310603065346,0.0026170141408515812,0.0,0.03,1.0,1.0,7.546905648295882e-05,7.546957860121717e-05,0.0,0,8.397275062799192e-11
CyclicControl,neural,41,29,11.231046469632297,0.022406602401651196,0.00212270592368502,0.0,0.03,1.0,1.0,6.15054191211925e-05,6.15057208602221e-05,0.0,0,8.395378836567602e-11
CyclicControl,neural,41,30,10.066157658127688,0.022839045734670122,0.0017551591000614097,0.0,0.03,1.0,1.0,5.109714664157383e-05,5.109732014414031e-05,0.0,0,8.393537254125505e-11
CyclicControl,neural,41,31,8.944969556287555,0.023841042701679666,0.0014806055587700262,0.0,0.03,1.0,1.0,4.330222392259081e-05,4.330232316451105e-05,0.0,0,8.391707294330697e-11
CyclicControl,neural,41,32,7.901652534659512,0.025421400966677273,0.001274528230780711,0.0,0.03,1.0,1.0,3.743569478677905e-05,3.743575123379278e-05,0.0,0,8.389855823964787e-11
CyclicControl,neural,41,33,6.9588897296778995,0.027582696122373365,0.001119073994370473,0.0,0.03,1.0,1.0,3.2997978915420834e-05,3.299801082437548e-05,0.0,0,8.387961679401368e-11
CyclicControl,neural,41,34,6.128381071448034,0.030315547939638015,0.0010012013382802026,0.0,0.03,1.0,1.0,2.9623503817466368e-05,2.962352172853483e-05,0.0,0,8.386009595073851e-11
CyclicControl,neural,41,35,5.412926310149135,0.033590191581133466,0.0009113515104006153,0.0,0.03,1.0,1.0,2.7043820653049888e-05,2.7043830626689858e-05,0.0,0,8.383992285143638e-11
CyclicControl,neural,41,36,4.80892390842619,0.03734661857271662,0.0008424932939423563,0.0,0.03,1.0,1.0,2.506106512880496e-05,2.5061070633110305e-05,0.0,0,8.38190593321908e-11
CyclicControl,neural,41,37,4.308586907417883,0.04148602579403727,0.0007894349242493909,0.0,0.03,1.0,1.0,2.3528820554043206e-05,2.352882356106145e-05,0.0,0,8.379750018883136e-11
CyclicControl,neural,41,38,3.9016330218889403,0.045867845357663896,0.0007483273473763569,0.0,0.03,1.0,1.0,2.2338286945554342e-05,2.2338288567999576e-05,0.0,0,8.377526623803977e-11
CyclicControl,neural,41,39,3.57649156212354,0.05031692280408825,0.0007163047768595637,0.0,0.03,1.0,1.0,2.1408260693835113e-05,2.140826155969111e-05,0.0,0,8.375239043956206e-11
CyclicControl,neural,41,40,3.321177152031813,0.05464287366498897,0.0006912239532218256,0.0,0.03,1.0,1.0,2.0677856103400172e-05,2.0677856561124308e-05,0.0,0,8.372892136565557e-11
CyclicControl,neural,41,41,3.1239628381681377,0.05866815049647278,0.0006714744982313364,0.0,0.03,1.0,1.0,2.0101203776469456e-05,2.010120401745724e-05,0.0,0,8.370489718023677e-11
CyclicControl,neural,41,42,2.9739126274036485,0.062255806890974374,0.0006558405840122183,0.0,0.03,1.0,1.0,1.964357737448824e-05,1.964357750053325e-05,0.0,0,8.368038033335079e-11
CyclicControl,neural,41,43,2.8612702625892648,0.0653268488624086,0.0006433997213652065,0.0,0.03,1.0,1.0,1.9278554795304492e-05,1.9278554865796715e-05,0.0,0,8.365542807087234e-11
CyclicControl,neural,41,44,2.7776825941807393,0.0678620202429225,0.0006334484617884217,0.0,0.03,1.0,1.0,1.8985930355749914e-05,1.8985930398153494e-05,0.0,0,8.363007161782399e-11
CyclicControl,neural,41,45,2.7162569421677403,0.0698903081483673,0.0006254476631654959,0.0,0.03,1.0,1.0,1.875017358622666e-05,1.8750173614905108e-05,0.0,0,8.360436648535696e-11
CyclicControl,neural,41,46,2.671483428536752,0.07147112891906511,0.0006189820153539027,0.0,0.03,1.0,1.0,1.8559287098401933e-05,1.8559287118698198e-05,0.0,0,8.357836298045207e-11
CyclicControl,neural,41,47,2.6390715132755274,0.07267707325958817,0.000613729989877923,0.0,0.03,1.0,1.0,1.84039566423419e-05,1.8403956660931198e-05,0.0,0,8.35520905934084e-11
CyclicControl,neural,41,48,2.615749344742306,0.07358111439665195,0.0006094414349122612,0.0,0.03,1.0,1.0,1.8276915872708632e-05,1.8276915888688905e-05,0.0,0,8.35255892228659e-11
CyclicControl,neural,41,49,2.5990621554892837,0.07424908649827064,0.0006059207954229456,0.0,0.03,1.0,1.0,1.8172469355960674e-05,1.817246937285688e-05,0.0,0,8.349888835912367e-11
CyclicControl,neural,41,50,2.587190903860768,0.07473644146925232,0.000603014488700232,0.0,0.03,1.0,1.0,1.8086132775346764e-05,1.8086132791292342e-05,0.0,0,8.347202096192774e-11
CyclicControl,neural,41,51,2.5788001449067495,0.07508777844183981,0.0006006013601869004,0.0,0.03,1.0,1.0,1.801436015235608e-05,1.801436016476976e-05,0.0,0,8.344500784795983e-11
CyclicControl,neural,41,52,2.5729162642606282,0.07533784166655387,0.0005985854330172596,0.0,0.03,1.0,1.0,1.7954336048585373e-05,1.7954336060062304e-05,0.0,0,8.341787850751903e-11
CyclicControl,neural,41,53,2.5688331168720415,0.07551310121230981,0.000596890372607517,0.0,0.03,1.0,1.0,1.7903816491859903e-05,1.790381649946493e-05,0.0,0,8.339063987949924e-11
CyclicControl,neural,41,54,2.5660405403247433,0.07563341041026045,0.0005954552393043488,0.0,0.03,1.0,1.0,1.7861006535051238e-05,1.786100654143502e-05,0.0,0,8.336331625002913e-11
CyclicControl,neural,41,55,2.564171056701517,0.07571349777086568,0.0005942312134254307,0.0,0.03,1.0,1.0,1.7824465620215613e-05,1.782446562411527e-05,0.0,0,8.333592496634346e-11
CyclicControl,neural,41,56,2.5629605836207965,0.07576420731257272,0.0005931790574387891,0.0,0.03,1.0,1.0,1.7793034003052433e-05,1.779303400557819e-05,0.0,0,8.33084747020596e-11
CyclicControl,neural,41,57,2.5622197054161258,0.07579348197735886,0.0005922671399573309,0.0,0.03,1.0,1.0,1.7765775341932466e-05,1.776577534278595e-05,0.0,0,8.328097586551841e-11
CyclicControl,neural,41,58,2.5618127872595617,0.07580712008422906,0.0005914698901331866,0.0,0.03,1.0,1.0,1.7741931651264753e-05,1.774193165052923e-05,0.0,0,8.325343019144338e-11
CyclicControl,neural,41,59,2.561642854204851,0.07580934562606584,0.0005907665829699843,0.0,0.03,1.0,1.0,1.7720887826873366e-05,1.7720887824743126e-05,0.0,0,8.322586196596315e-11
CyclicControl,neural,41,60,2.5616406770009674,0.07580323240962206,0.0005901403809367017,0.0,0.03,1.0,1.0,1.7702143582924712e-05,1.7702143580572427e-05,0.0,0,8.319826078073689e-11
CyclicControl,neural,42,1,10.817855581983327,0.06955079065967036,11.273264394813342,0.0010667334133862372,0.03,1.0,0.9850054212466957,0.31715024664657937,0.3166624018123956,0.0,0,8.835396303474852e-11
CyclicControl,neural,42,2,11.632576390428206,0.0685058929674706,8.20613889082706,0.00572288301389347,0.03,1.0,0.9239676581303888,0.231024891536764,0.23066373650114136,0.0,0,8.989592403807478e-11
CyclicControl,neural,42,3,12.45307748346337,0.06694110199858609,5.998918415929119,0.009256626865025616,0.03,1.0,0.8817880764415585,0.16899078184736996,0.16872888708831568,0.0,0,8.713080257294337e-11
CyclicControl,neural,42,4,13.251352679378094,0.06513293880909564,4.39531737155649,0.012135688497289172,0.03,1.0,0.8496299249505597,0.12386846982855816,0.12368650810402193,0.0,0,8.972661502681945e-11
CyclicControl,neural,42,5,14.00976044464478,0.06323019307614189,3.223647396582145,0.014728412433012653,0.03,1.0,0.8221512986972397,0.09088507953427115,0.09076334179303325,0.0,0,8.904613157945107e-11
CyclicControl,neural,42,6,14.718475851166877,0.0613005969441006,2.365325860984543,0.017340910450258182,0.03,1.0,0.7957672213056124,0.06673095404256774,0.06665176752107088,0.0,0,8.916205967990365e-11
CyclicControl,neural,42,7,15.373670352297795,0.05936195663094735,1.7360790007885574,0.020268464046298895,0.03,1.0,0.7676801084501591,0.049040139837584665,0.04898958251130514,0.0,0,8.99323532310703e-11
CyclicControl,neural,42,8,15.976047615606825,0.057400562456533785,1.2748447163508936,0.023856139497047728,0.03,1.0,0.7352945081467518,0.03609233688407462,0.03606023606261641,0.0,0,8.985219512869236e-11
CyclicControl,neural,42,9,16.529496514274353,0.05538251050175522,0.9369089069855597,0.02856023397287161,0.03,1.0,0.696002389603399,0.026627371227140192,0.026606797039229163,0.0,0,8.978889853850092e-11
CyclicControl,neural,42,10,17.039411319890476,0.05326333032035449,0.6893826452958841,0.03,0.03,1.0,0.6817880066178001,0.019713148106474444,0.01970073793700583,0.0,0,8.891614874939613e-11
CyclicControl,neural,42,11,17.47594345419874,0.051088247683804384,0.5076495160112521,0.03,0.03,1.0,0.6769619592172477,0.014635666261599158,0.014628429221407113,0.0,0,8.919917582339565e-11
CyclicControl,neural,42,12,17.82691759650477,0.04883066972107037,0.374139134075005,0.03,0.03,1.0,0.6706724473186432,0.010898431181961384,0.010894226167734777,0.0,0,8.674580498357898e-11
CyclicControl,neural,42,13,18.091002208608188,0.04643684085734908,0.2760695210391295,0.03,0.03,1.0,0.6625091363651727,0.008144197062770177,0.008141782691382576,0.0,0,8.833994993850958e-11
CyclicControl,neural,42,14,18.264398063748292,0.043872225136832955,0.2040186986028633,0.03,0.03,1.0,0.6520240783701846,0.0061111836773218645,0.006109810873817928,0.0,0,8.798226730499792e-11
CyclicControl,neural,42,15,18.33930504151498,0.04113249015009669,0.15105728638463017,0.03,0.03,1.0,0.6387698159250597,0.004607627738051678,0.004606853453286125,0.0,0,8.892325764620068e-11
CyclicControl,neural,42,16,18.30304199738621,0.03825123638524818,0.11209969207222059,0.03,0.03,1.0,0.6223554846668308,0.003493143965756784,0.003492710250106848,0.0,0,8.607671173055387e-11
CyclicControl,neural,42,17,18.138225647895194,0.035300346167647496,0.08341875139796506,0.03,0.03,1.0,0.602513326674449,0.0026649878498766384,0.002664746393491013,0.0,0,8.398485032423686e-11
CyclicControl,neural,42,18,17.824538544295972,0.032380861646908614,0.062284849712292145,0.03,0.03,1.0,0.5791608752520038,0.00204794734354077,0.0020478137281952913,0.0,0,8.998832581874616e-11
CyclicControl,neural,42,19,17.34255563339226,0.02960646499685252,0.04669913728341732,0.03,0.03,1.0,0.5524417221025092,0.0015869240935760774,0.001586850654948943,0.0,0,8.998832581874616e-11
CyclicControl,neural,42,20,16.679571019748376,0.027085219653248768,0.03519725460893047,0.03,0.03,1.0,0.5227328927794533,0.0012415032213690946,0.0012414632197429165,0.0,0,8.933138256894679e-11
CyclicControl,neural,42,21,15.836239852739393,0.02490555692538995,0.026705469323173164,0.03,0.03,1.0,0.490617198545916,0.000981987857970209,0.0009819663668771544,0.0,0,8.857898442515832e-11
CyclicControl,neural,42,22,14.831564660937694,0.023129591883926326,0.020435507138709397,0.03,0.03,1.0,0.4568288789612631,0.0007865083535648111,0.0007864970710861618,0.0,0,8.798803352583207e-11
CyclicControl,neural,42,23,13.703439384216528,0.02179318395135641,0.01580779674001595,0.03,0.03,1.0,0.4221859372437134,0.0006389171723136383,0.0006389114918187444,0.0,0,8.751386074146161e-11
